no,income
29484,0.7683821945628573
29485,0.8242252075459453
29486,0.7789103078227531
29487,0.1892737278794523
29488,0.9984767106041776
29489,0.3989979512692987
29490,0.9985933719590512
29491,0.9973748692979514
29492,0.9826871475330272
29493,0.9993084901281882
29494,0.25565362062941066
29495,0.9979709191334986
29496,0.9062860174018127
29497,0.9207407691662324
29498,0.9978049353476434
29499,0.28046639637111537
29500,0.19305952005652527
29501,0.8053218444381953
29502,0.995301379637302
29503,0.9176704635970012
29504,0.2063208027951856
29505,0.5093737015343318
29506,0.9886348855744785
29507,0.8647959858775054
29508,0.9907021278094489
29509,0.9992772139432012
29510,0.9957900770482575
29511,0.9359016808691337
29512,0.5203384090117698
29513,0.9994437253521974
29514,0.8083650635039945
29515,0.8112988765336371
29516,0.9874640988450948
29517,0.8708470378346949
29518,0.5606433514550515
29519,0.7647363023294557
29520,0.826157601617372
29521,0.7003736140186303
29522,0.8696777669566718
29523,0.9977347147993422
29524,0.7647363023294557
29525,0.9988261582834831
29526,0.9890311435867858
29527,0.1655954907352133
29528,0.6746796587034872
29529,0.9920122407842551
29530,0.8249162465329429
29531,0.9913302533269344
29532,0.8904084755419439
29533,0.998301472682606
29534,0.45827574792029524
29535,0.2885973696980939
29536,0.2778150570844644
29537,0.8273988004052755
29538,0.9144544722479953
29539,0.6257905070347662
29540,0.7891277932541751
29541,0.9990028135037851
29542,0.9929304121098879
29543,0.36591347311790146
29544,0.48234134784177607
29545,0.46672175230095747
29546,0.4842033006305506
29547,0.9984289802023557
29548,0.9968644529131204
29549,0.623677963202269
29550,0.9720670913167758
29551,0.4927404836755648
29552,0.9626656677874208
29553,0.7115070841162863
29554,0.9978769857041007
29555,0.966044070937392
29556,0.8754451055313304
29557,0.4093480790208913
29558,0.9963847597062994
29559,0.5032217403948326
29560,0.8824990623869647
29561,0.8914028427053575
29562,0.4986219345924928
29563,0.5322156734500216
29564,0.9744624956536707
29565,0.5818786623521062
29566,0.2419672710000177
29567,0.3740620598799299
29568,0.7733965876962827
29569,0.8190771084453656
29570,0.22081390815696966
29571,0.5360274430405153
29572,0.994702725698296
29573,0.26562170421124
29574,0.19562906617064157
29575,0.6904903139440821
29576,0.9940828866611562
29577,0.9990198355174345
29578,0.9017148831506674
29579,0.9746856448786148
29580,0.28786531283681127
29581,0.7791108499437103
29582,0.70346027174557
29583,0.5767782858136552
29584,0.7460149363014816
29585,0.998887561861795
29586,0.9972969653405451
29587,0.9979540720242975
29588,0.636949683933637
29589,0.9968687768242488
29590,0.9049028788508506
29591,0.9362895311708175
29592,0.289344164188006
29593,0.97487947924711
29594,0.8875967945261681
29595,0.1168431334201393
29596,0.19432654612223588
29597,0.9379645900340157
29598,0.47785892116067075
29599,0.29752711091108464
29600,0.9839533928220252
29601,0.9862545756594013
29602,0.7463978342795016
29603,0.9429072310473454
29604,0.9973511476116541
29605,0.996331846387398
29606,0.9298734718476817
29607,0.9790130399951572
29608,0.7209435759242535
29609,0.9138122720165772
29610,0.950486346657813
29611,0.966814649605087
29612,0.668875261729266
29613,0.877761787193632
29614,0.9872506390453019
29615,0.9988968692500192
29616,0.7272410139613241
29617,0.4604449645457649
29618,0.10692386455687442
29619,0.9809849086677945
29620,0.9828758799223261
29621,0.15747814820308947
29622,0.9991287643232256
29623,0.601545734613657
29624,0.9005598247012179
29625,0.9670713002288768
29626,0.11246555277131443
29627,0.9025553878780791
29628,0.8973435142309389
29629,0.9503270388832034
29630,0.8378916073831326
29631,0.9989015802789252
29632,0.988108593880804
29633,0.9926224854265814
29634,0.24506322056122531
29635,0.9470026974866407
29636,0.7115943676242336
29637,0.46568740032316924
29638,0.9529212397631148
29639,0.5742291786626617
29640,0.9993591865972729
29641,0.5653181605405957
29642,0.9119063995536606
29643,0.8249110354003768
29644,0.5124727058716219
29645,0.9975389904384022
29646,0.9996677215315207
29647,0.9998672150776563
29648,0.4016869325270537
29649,0.905692497283867
29650,0.7582461526088164
29651,0.999457462083778
29652,0.04446345253873063
29653,0.9982215721116361
29654,0.9975895119645543
29655,0.8951214066243909
29656,0.9995737203168222
29657,0.8125826382040026
29658,0.9711862223604015
29659,0.8818193914488965
29660,0.9910533942928395
29661,0.9974114844890032
29662,0.7866149765374892
29663,0.43712337510723187
29664,0.9965982468101934
29665,0.24377693713531168
29666,0.48848163824478985
29667,0.46828333754760687
29668,0.5988643254774443
29669,0.20231247295602284
29670,0.603398286386996
29671,0.6498026881580447
29672,0.8536146452808128
29673,0.9930978535687499
29674,0.3868022883136034
29675,0.897478130464735
29676,0.9974211250751359
29677,0.7384064864695867
29678,0.9914122899286681
29679,0.9988261582834831
29680,0.9918543518536769
29681,0.27555826480648427
29682,0.9976135986292888
29683,0.9766423953894648
29684,0.9918579517758265
29685,0.9557371633038549
29686,0.9976394053463954
29687,0.4452937702933609
29688,0.08212087876020735
29689,0.9761585966490951
29690,0.9985934304781279
29691,0.5526781296067227
29692,0.9898798404926281
29693,0.5610187363589321
29694,0.979298679255211
29695,0.9223228197707085
29696,0.19354840153485753
29697,0.5054510552053181
29698,0.9993819977161991
29699,0.46568740032316924
29700,0.9933106244257065
29701,0.9980686082799745
29702,0.5496476278575853
29703,0.8147537181879663
29704,0.9500808221780852
29705,0.9994907391092597
29706,0.9651200806298922
29707,0.9871262030937363
29708,0.993599982727673
29709,0.08786154264330581
29710,0.48303614565617137
29711,0.9316626706711817
29712,0.9016555605910058
29713,0.727896348819877
29714,0.5106436320035461
29715,0.9950479604612512
29716,0.7249086103767374
29717,0.4505090384266748
29718,0.6685999489509065
29719,0.8913459332572508
29720,0.9679203810641174
29721,0.2599772390180829
29722,0.7985144915601597
29723,0.8925534088344202
29724,0.8697198026668025
29725,0.9993045031527976
29726,0.9907944956090186
29727,0.9962606489027284
29728,0.2228799872895696
29729,0.9763051357684699
29730,0.9952394683948487
29731,0.9413999488458694
29732,0.9915921066629098
29733,0.050826319549525545
29734,0.20248984364288525
29735,0.26336890080166864
29736,0.33591257534219454
29737,0.7792092529224766
29738,0.8831236473809949
29739,0.5324264999821211
29740,0.9942168929665921
29741,0.9017618708775117
29742,0.9958693054109857
29743,0.22918810977456305
29744,0.13113251322555686
29745,0.942571692296456
29746,0.9975851130273224
29747,0.9986461465006857
29748,0.9993351263029422
29749,0.9986368303187075
29750,0.6691901505467409
29751,0.6728690040976117
29752,0.8264015935540223
29753,0.999497121239251
29754,0.2391053217908926
29755,0.9512706107141924
29756,0.992181043748562
29757,0.9877938955713944
29758,0.9997811560463302
29759,0.12215290427374825
29760,0.09974594630359834
29761,0.30999323414595437
29762,0.999741460367304
29763,0.9188260053110334
29764,0.8689563920105544
29765,0.9301537866198157
29766,0.396802764450673
29767,0.9995631745011023
29768,0.8820088636067365
29769,0.9906814621957731
29770,0.9993695085442161
29771,0.6559895181563415
29772,0.3324748493292128
29773,0.9976158018313719
29774,0.8999014100088792
29775,0.998719503183063
29776,0.1470916080562521
29777,0.9598004481960092
29778,0.8916000574574041
29779,0.9979647206209786
29780,0.9843347927394536
29781,0.5454505144585274
29782,0.8601451405246408
29783,0.29642352645606684
29784,0.9750653387419104
29785,0.8103212110584125
29786,0.41008593519270353
29787,0.12477980375342412
29788,0.8401358297280486
29789,0.9272243638682808
29790,0.9624604362873165
29791,0.9956445353643444
29792,0.8406123717581039
29793,0.9925336231442629
29794,0.8799603607469255
29795,0.33141813948862686
29796,0.9869451559132834
29797,0.807184160514113
29798,0.7598056389624801
29799,0.9984974807634667
29800,0.9882596069115991
29801,0.9820206692076677
29802,0.811429993522214
29803,0.952342160041911
29804,0.9993591865972729
29805,0.9976482669716038
29806,0.31844122740695147
29807,0.9980206204984561
29808,0.9950236536489344
29809,0.993288481797143
29810,0.991117657506156
29811,0.28412997328586587
29812,0.8915802291691848
29813,0.045662391780115
29814,0.796306003175252
29815,0.9938376161861614
29816,0.9920709563658031
29817,0.9212043329062493
29818,0.9975541532324345
29819,0.960092006626586
29820,0.9598204457243809
29821,0.957417827829293
29822,0.9828980348514311
29823,0.1034782680299513
29824,0.7700119708738004
29825,0.9961846938660682
29826,0.9550477927710523
29827,0.6968242706545972
29828,0.8744991978774286
29829,0.9353458352340669
29830,0.18366877789829994
29831,0.9338679133334433
29832,0.9994162825194253
29833,0.623677963202269
29834,0.7621585773541772
29835,0.8239507355890354
29836,0.2252482499457168
29837,0.8380324186198698
29838,0.22322018156577184
29839,0.9898290717134968
29840,0.27816099856092646
29841,0.8699170186141043
29842,0.9951952901396156
29843,0.21096937814144734
29844,0.5308836180677452
29845,0.6639750484269393
29846,0.36644575076094177
29847,0.2559380068170921
29848,0.6320571836055617
29849,0.9785279233709913
29850,0.9989171208041363
29851,0.9990170934826629
29852,0.9481503630840715
29853,0.7460423792566752
29854,0.982042508066051
29855,0.17591346438922417
29856,0.9992315617244488
29857,0.28484523478862345
29858,0.951740352177658
29859,0.9995333720517985
29860,0.946183867462609
29861,0.9590307987213582
29862,0.8012639510461272
29863,0.9700022161339757
29864,0.9298141655906359
29865,0.9997054415239928
29866,0.9993458135021932
29867,0.9627026596376733
29868,0.6263881265543548
29869,0.19081605843201854
29870,0.1501683104140843
29871,0.9992620730514357
29872,0.998388800815085
29873,0.6024350086936461
29874,0.16078602632966832
29875,0.5234255703268962
29876,0.2942030920269767
29877,0.5221098283569093
29878,0.8569758961057387
29879,0.7309911010523773
29880,0.9552069899759953
29881,0.29294990596748827
29882,0.5769602776132424
29883,0.9977170934363928
29884,0.996945777610103
29885,0.9751021210628623
29886,0.10363835401477628
29887,0.8721944925768448
29888,0.2185601558044027
29889,0.5755089165104875
29890,0.9986253878428303
29891,0.6487532961322728
29892,0.8253933018863822
29893,0.5770976721754204
29894,0.6849874822384229
29895,0.09713206571926591
29896,0.4071082435983018
29897,0.2782131406426489
29898,0.6292285170676291
29899,0.1698948690068398
29900,0.343998070319706
29901,0.7847102120670302
29902,0.977037044879769
29903,0.5460735376711251
29904,0.9976135986292888
29905,0.19611998760249638
29906,0.9016722385132325
29907,0.8225067526066046
29908,0.7093629033988353
29909,0.9876263281748278
29910,0.9874221654541216
29911,0.897842948642349
29912,0.8867493807257915
29913,0.9805913466068296
29914,0.9938299536265595
29915,0.7899109336936505
29916,0.3656840027768684
29917,0.9786133754149072
29918,0.9399056044944839
29919,0.8810028518535937
29920,0.42722885963569
29921,0.6270209428479745
29922,0.3750430987778963
29923,0.9927055188364176
29924,0.876857368075302
29925,0.9812442779336932
29926,0.6691901505467409
29927,0.9436892344164104
29928,0.12054381498238309
29929,0.9991284327332776
29930,0.9937810042347828
29931,0.997718209073661
29932,0.9920542304853054
29933,0.9252613175019488
29934,0.8814300587826351
29935,0.9219906885914386
29936,0.07363285758604665
29937,0.9926718857145704
29938,0.2589253832407502
29939,0.6156821447862655
29940,0.9994167789991452
29941,0.5695513743410107
29942,0.3548795755941586
29943,0.5923293681874953
29944,0.9807734256003205
29945,0.6697914758503349
29946,0.9366696460129655
29947,0.9870551729731987
29948,0.9781071431239945
29949,0.992153602220121
29950,0.9973149579340094
29951,0.29752711091108464
29952,0.997882370168495
29953,0.9817718413562195
29954,0.8381230389756925
29955,0.3389505867835323
29956,0.6085737999655406
29957,0.8928103175037484
29958,0.9927801539027903
29959,0.6965352126250968
29960,0.9005378935472543
29961,0.9583011617607351
29962,0.603398286386996
29963,0.4672003658398278
29964,0.9995454276321091
29965,0.9172768093770397
29966,0.9324756309015378
29967,0.9595116643104067
29968,0.957489264876606
29969,0.9958895463627818
29970,0.9771918164554276
29971,0.9724370075759404
29972,0.6553713086459682
29973,0.4987305035483136
29974,0.9987035201360852
29975,0.9034065378088253
29976,0.1178477775275365
29977,0.9491128539802376
29978,0.8751139235709772
29979,0.6006115344143103
29980,0.16914764905584068
29981,0.9776200270291358
29982,0.720443778003788
29983,0.9717536976885403
29984,0.9987831544978554
29985,0.5652046117387133
29986,0.6226081321721433
29987,0.8529594483009061
29988,0.5129145403925791
29989,0.9872055392371764
29990,0.9246412421090082
29991,0.45705017163988515
29992,0.9946144265431038
29993,0.861959716147492
29994,0.78352113983952
29995,0.14420921853543267
29996,0.7030123250998901
29997,0.9906055334721209
29998,0.6461824146203169
29999,0.996658468427147
30000,0.9953916735524362
30001,0.963539651953563
30002,0.17134593150665844
30003,0.488298816809561
30004,0.9995838360881677
30005,0.4998816299421238
30006,0.998645521468525
30007,0.9625769115893459
30008,0.9964779386205306
30009,0.9987264618199584
30010,0.9989858776262578
30011,0.9321991856918388
30012,0.9985182174283936
30013,0.87707326966952
30014,0.11545118941375232
30015,0.9839998244454097
30016,0.30063631592567586
30017,0.9992231069865314
30018,0.8509282738912728
30019,0.8377197082769248
30020,0.5242300195269983
30021,0.9389461110946
30022,0.6934114048071176
30023,0.7161231984390592
30024,0.8531162090736115
30025,0.9827922373112774
30026,0.9817519601234931
30027,0.1944610310461563
30028,0.8647959858775054
30029,0.9986709085945518
30030,0.8138460488926419
30031,0.9983815508044729
30032,0.9973815590991109
30033,0.9916853640268778
30034,0.8867493807257915
30035,0.9921347539427615
30036,0.23871963406456154
30037,0.2809992263987441
30038,0.9815386399553734
30039,0.9986514270165215
30040,0.33154570394954863
30041,0.9956812135425531
30042,0.9982988237112236
30043,0.6704993029766625
30044,0.7263530057774632
30045,0.9656375838860586
30046,0.5179644420963946
30047,0.9966366618642416
30048,0.9876800597910456
30049,0.9756541821200669
30050,0.9432047758757832
30051,0.971656714411789
30052,0.9759612829757583
30053,0.9781001725839306
30054,0.5380722691108429
30055,0.13496860575616465
30056,0.9960505883102522
30057,0.3781761958558565
30058,0.7564170281643541
30059,0.4584356283991452
30060,0.41923367785739274
30061,0.9630303844864454
30062,0.8676873422968651
30063,0.9768591130886995
30064,0.531270225541397
30065,0.9078171084000081
30066,0.9969628635722898
30067,0.9995180893589384
30068,0.7279902992088436
30069,0.12106045734853155
30070,0.3190716107652377
30071,0.9963576873279797
30072,0.29023635319882524
30073,0.8083371430453546
30074,0.9787522815824566
30075,0.8976800611474645
30076,0.3902876306423353
30077,0.9600162336377136
30078,0.8680884027558867
30079,0.7136454114181071
30080,0.7753041802797624
30081,0.9974017166792153
30082,0.15714180756981844
30083,0.39938215896849183
30084,0.313625341547384
30085,0.6606726396785083
30086,0.9717780625620016
30087,0.9557634797499406
30088,0.9970282619409444
30089,0.18038591243571234
30090,0.9856783095015998
30091,0.796528812878189
30092,0.9961846938660682
30093,0.8751576501680605
30094,0.8553468016234547
30095,0.9983949653217055
30096,0.9967985130874571
30097,0.9947261816096027
30098,0.9793041177890851
30099,0.931748056500188
30100,0.6926673541746293
30101,0.9995665703799251
30102,0.37278958670524953
30103,0.9944153698017401
30104,0.985879831524925
30105,0.985062983096627
30106,0.8481526278489292
30107,0.9289642030128544
30108,0.9781525012408734
30109,0.6794325600711726
30110,0.6634470498787386
30111,0.9732485128818388
30112,0.7248183978151168
30113,0.999155562882353
30114,0.9889708966527082
30115,0.7884298779922094
30116,0.8759943833524474
30117,0.2185907242115549
30118,0.9529002437788625
30119,0.9989822113846561
30120,0.9083351734853684
30121,0.9600453537207431
30122,0.3082100378740844
30123,0.3273273107564828
30124,0.8753163706342852
30125,0.997031109683765
30126,0.9440794042200963
30127,0.9993307705945165
30128,0.17325516525228857
30129,0.8154398385845154
30130,0.7567855090583827
30131,0.8668491922984931
30132,0.392448816017145
30133,0.8627576113918801
30134,0.9975389904384022
30135,0.7220436692884498
30136,0.9974244440721036
30137,0.861522906789511
30138,0.2305339582361846
30139,0.789444955128692
30140,0.5848299905192628
30141,0.8544226321751472
30142,0.8441396572304176
30143,0.6367325811178959
30144,0.9169130023041665
30145,0.9478469714838821
30146,0.547937441734744
30147,0.9935039575646574
30148,0.5043539582408514
30149,0.11204523313445025
30150,0.41768979499651016
30151,0.9583201849166475
30152,0.5956838447017916
30153,0.952919398875771
30154,0.972264040733282
30155,0.9778624965690508
30156,0.9991741149110251
30157,0.9971865762927409
30158,0.4237381354067822
30159,0.7779923817809193
30160,0.9984368386690999
30161,0.6245379591265825
30162,0.9685843914402636
30163,0.3142032944944767
30164,0.7586158140027011
30165,0.15523872875663758
30166,0.9945202569615744
30167,0.7660299596813556
30168,0.7841446986200744
30169,0.9901411190049989
30170,0.49892737322055425
30171,0.9420187126929604
30172,0.4744626413651182
30173,0.9812619009180312
30174,0.925378634827451
30175,0.13329592089723907
30176,0.5743949699002815
30177,0.26954628163292627
30178,0.7465325518020665
30179,0.22964212631579584
30180,0.9567084035915507
30181,0.07753122781331212
30182,0.8823591669513606
30183,0.5723208082248068
30184,0.9677831632293487
30185,0.7487950638422444
30186,0.4441046489974222
30187,0.3931977122579178
30188,0.8693664494410389
30189,0.8607929706500207
30190,0.7606056713810136
30191,0.989886943010926
30192,0.4868020867828724
30193,0.9988525107091736
30194,0.8897127038257215
30195,0.9522903379527476
30196,0.9977490826721445
30197,0.6815041223539058
30198,0.9450749858132985
30199,0.9795797546676606
30200,0.962271879013133
30201,0.8908297726413983
30202,0.9459312688443169
30203,0.9985480945397579
30204,0.9991717371706917
30205,0.2467366045853926
30206,0.32105467391554965
30207,0.39488693089875904
30208,0.38503195410419433
30209,0.6890244601433686
30210,0.7352312263571588
30211,0.1246709163725529
30212,0.9992593635756692
30213,0.9551860902412344
30214,0.4036487870594728
30215,0.9981551851232199
30216,0.9592988404370116
30217,0.9735593506270256
30218,0.22611509954449183
30219,0.5979331647408087
30220,0.5182922978263635
30221,0.9854427255624444
30222,0.9942393033405946
30223,0.9889998746234641
30224,0.44015708259024255
30225,0.9973534002289196
30226,0.9985783172670137
30227,0.9769361296564254
30228,0.9308543888541988
30229,0.9089531332512474
30230,0.966319488598677
30231,0.9384264954138372
30232,0.9641538539080706
30233,0.9791650490249528
30234,0.8212567548766045
30235,0.9488254179047629
30236,0.9988411990899619
30237,0.9997895577082622
30238,0.24812659022305594
30239,0.9782293004980778
30240,0.8772175850235027
30241,0.983015546128808
30242,0.9884051331844401
30243,0.9821655242414095
30244,0.9901129235400783
30245,0.9850618410470526
30246,0.6708719882622767
30247,0.23266130184401546
30248,0.9849074923790893
30249,0.6078436916070034
30250,0.9958942967573106
30251,0.8474601290030404
30252,0.43561926616163105
30253,0.13409682663558453
30254,0.8315275863392556
30255,0.4589264003202761
30256,0.36336695884264814
30257,0.9809320015776515
30258,0.6391297231576423
30259,0.998559717604611
30260,0.8592522962525833
30261,0.4602803587027704
30262,0.4892704551746898
30263,0.4405565388680175
30264,0.8207153463917091
30265,0.972392115667588
30266,0.9664409475133885
30267,0.8916261951374406
30268,0.14435082009387612
30269,0.9259120730192268
30270,0.6092277839276696
30271,0.25539546361890386
30272,0.2546021436320747
30273,0.8020893050031909
30274,0.34899660777298114
30275,0.42683576252797506
30276,0.9843319634530134
30277,0.9360234318601102
30278,0.9806758654929305
30279,0.9987831664721617
30280,0.8656583052868392
30281,0.8353727405143444
30282,0.9746448145673563
30283,0.9624927266212292
30284,0.1174728767376566
30285,0.5745446465860804
30286,0.9826233457620034
30287,0.996109758986869
30288,0.9864802005394552
30289,0.14967411339874437
30290,0.9971308447815219
30291,0.9734422044105071
30292,0.8789815827232079
30293,0.9810430914542138
30294,0.6023944613757175
30295,0.9995950247486639
30296,0.614243442922054
30297,0.9977764462738953
30298,0.9925528900791634
30299,0.9987973014482572
30300,0.22621048421206935
30301,0.9994863968554437
30302,0.9412128181655703
30303,0.48644883727382204
30304,0.8262898807549945
30305,0.9663438951832987
30306,0.6284546490494516
30307,0.39342766443920085
30308,0.6432462581917073
30309,0.3487582089711564
30310,0.4103326407735731
30311,0.6928542178856936
30312,0.6213185482476141
30313,0.9400010533896112
30314,0.5272065977156886
30315,0.8705061653404511
30316,0.42600529489665984
30317,0.960583759737768
30318,0.5064862696988238
30319,0.9996383115332989
30320,0.9881460722975427
30321,0.7702643350230413
30322,0.5834826452760089
30323,0.9996922049037589
30324,0.751744437145419
30325,0.8575830917041355
30326,0.9983461828928202
30327,0.9985326376416275
30328,0.6234374686086112
30329,0.9986461465006857
30330,0.9222644653056311
30331,0.9976346387733539
30332,0.387658289374584
30333,0.9037769482797859
30334,0.7020317595553371
30335,0.9967328964958442
30336,0.8274498353742701
30337,0.11459776981250158
30338,0.9973968789327168
30339,0.35931399530854524
30340,0.25107720040861825
30341,0.40984655722553753
30342,0.8364317818493747
30343,0.513317143777357
30344,0.9899136120298092
30345,0.8969577614128885
30346,0.9850586435844507
30347,0.2379542461649684
30348,0.13902258863788053
30349,0.36036978008213394
30350,0.48321594987023386
30351,0.9911017001498779
30352,0.9902507480842546
30353,0.9449254580642771
30354,0.2867271727304549
30355,0.9732707741479213
30356,0.44137240806964617
30357,0.996960006135408
30358,0.9836987554290607
30359,0.9034010249008168
30360,0.9175286368162875
30361,0.9552016554385434
30362,0.9935769164554779
30363,0.9939692573121001
30364,0.9908811295410214
30365,0.6387597093253952
30366,0.5996328204689658
30367,0.47731715151256526
30368,0.22937739368413368
30369,0.18443568719184822
30370,0.9421937516913117
30371,0.999846116983586
30372,0.7295906367170506
30373,0.6178609220919906
30374,0.8176696079986546
30375,0.927816053634462
30376,0.99407737926448
30377,0.15897958040000282
30378,0.9997273439782715
30379,0.7370909208211305
30380,0.979644313779742
30381,0.9993993812489537
30382,0.9968744131918558
30383,0.7077341092965033
30384,0.9972601628639004
30385,0.2558817009507607
30386,0.9742797946721425
30387,0.9325347539723177
30388,0.7404778213928948
30389,0.9439136789247293
30390,0.950507111268017
30391,0.9704611690197452
30392,0.9995553158530442
30393,0.5835250516090595
30394,0.17893756891814006
30395,0.25291070969690754
30396,0.4132201248799615
30397,0.9362521343321458
30398,0.7274153478713041
30399,0.6831818100494162
30400,0.6006254118358755
30401,0.7342285699876077
30402,0.7608493237561763
30403,0.9741165439827912
30404,0.7800532440517893
30405,0.8471397045943259
30406,0.9964056791774495
30407,0.7227693368216652
30408,0.9959916133855113
30409,0.9826184076969416
30410,0.25620969837762375
30411,0.8564071806004334
30412,0.5275013243426512
30413,0.9886408244487461
30414,0.9984188661446982
30415,0.9852220599461241
30416,0.8262478079454575
30417,0.9967735865685993
30418,0.9739985307240479
30419,0.9983590888488659
30420,0.9458673090201238
30421,0.5716546248808068
30422,0.9990809037249713
30423,0.9985988924318638
30424,0.4600669758184751
30425,0.4562612977085886
30426,0.576466861671536
30427,0.9884532753745227
30428,0.36012238177884637
30429,0.26069798790474696
30430,0.9899878295057872
30431,0.9978619208556502
30432,0.6937886331131753
30433,0.5907380951732291
30434,0.9216308621986942
30435,0.9919612334720699
30436,0.6489059866239251
30437,0.9982295387827965
30438,0.1442398056691384
30439,0.1050486615279862
30440,0.9835716845618366
30441,0.9956451446623972
30442,0.9987303653838716
30443,0.2679902529560779
30444,0.5535119799911474
30445,0.9852575858694264
30446,0.9925148447638814
30447,0.2822215073914114
30448,0.6378363212128506
30449,0.9079819288107838
30450,0.9995706264276569
30451,0.9722202155923678
30452,0.9943922868264778
30453,0.9699745645418079
30454,0.9972437207423319
30455,0.9992747231742738
30456,0.9614549247212449
30457,0.910073728073478
30458,0.8101623114635843
30459,0.8707198123504201
30460,0.35903771291873676
30461,0.9965276957349815
30462,0.9029459050620917
30463,0.29627302353049223
30464,0.9949625272026515
30465,0.2401401888989544
30466,0.9995281106446645
30467,0.9959407597018184
30468,0.6141029098225845
30469,0.9984873770542666
30470,0.9939935146267055
30471,0.9978049353476434
30472,0.3486101438557003
30473,0.9876221668616267
30474,0.6495627765151217
30475,0.998741046581758
30476,0.409153677260068
30477,0.22281685438652676
30478,0.9987940256270628
30479,0.9666193765334098
30480,0.8233595719450764
30481,0.43041219866774416
